Terminal_ID,Terminal_Name,Routes_As_Origin,Avg_Route_Len_Origin,Routes_As_Dest,Avg_Route_Len_Dest,Total_Routes,Boarding_Near_Terminal,Stops_Near_Terminal,Underused,Zone,Underuse_Severity,Status
351,Church (Kayan) - New Administrative Capital,2.0,63.3811561793636,2.0,59.83089556755495,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
355,Cairo Alexandria Agriculture Road,6.0,24.105222285838966,2.0,14.567310460106649,8.0,158.0,1,False,Dead Weight,0.0,Has nearby boarding
356,Jazirat Mohamed (2),0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
357,Ezbat Khairallah,0.0,0.0,0.0,0.0,0.0,78.0,1,False,Marginal,0.0,Has nearby boarding
23,Traffic Department  (Kattameya),1.0,13.7322535864397,1.0,10.1783834581016,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
102,Dolce,5.0,7.149809180506795,5.0,8.268665337202563,10.0,694.0,1,False,Efficient Hub,0.0,Has nearby boarding
124,11th District (6th of October),2.0,6.07310260553807,2.0,5.95385169409068,4.0,586.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
86,Al Shabab Entrance,2.0,9.87853849602984,3.0,6.832418399254006,5.0,207.0,1,False,Marginal,0.0,Has nearby boarding
20,Alf Maskan,25.0,12.651020623551657,24.0,11.118671766715527,49.0,53744.0,1,False,Efficient Hub,0.0,Has nearby boarding
1,Al Sayeda Aisha,32.0,12.807189369774337,34.0,12.826831719484845,66.0,0.0,0,True,Dead Weight,66.0,"Underused (routes, no boarding)"
15,Shabab (Obour),4.0,30.737445997983126,4.0,32.77564766758857,8.0,2257.0,1,False,Efficient Hub,0.0,Has nearby boarding
19,Alf Masnaa,1.0,37.222839655482,1.0,34.2361993249546,2.0,1019.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
326,Mall of Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
2,Smart Village,1.0,5.31850310617639,2.0,11.30105383492251,3.0,0.0,0,True,Marginal,3.0,"Underused (routes, no boarding)"
3,10th District (6th of October),5.0,6.6303513177488735,6.0,5.735643128143053,11.0,0.0,0,True,Dead Weight,11.0,"Underused (routes, no boarding)"
4,Hossary,21.0,32.63058434451126,18.0,26.54468797516248,39.0,0.0,0,True,Dead Weight,39.0,"Underused (routes, no boarding)"
6,Al Shorouq,3.0,48.329444333004865,3.0,47.63931337979096,6.0,0.0,0,True,Marginal,6.0,"Underused (routes, no boarding)"
7,Rawda Mosque  (Obour),3.0,24.2330330250762,2.0,25.42720586180075,5.0,0.0,0,True,Marginal,5.0,"Underused (routes, no boarding)"
9,Remaya (New Mashaal),16.0,25.130083764022004,13.0,24.246628713665288,29.0,0.0,0,True,Dead Weight,29.0,"Underused (routes, no boarding)"
10,Ommal Square,3.0,13.668673932820255,3.0,13.381625722176546,6.0,1969.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
13,Magda Square,2.0,4.69231147924131,3.0,28.577531857873293,5.0,1068.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
14,Total  (6th of October),1.0,4.54119655947914,1.0,4.95935204225525,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
16,Dawaran Shubra,13.0,28.77622090018642,13.0,29.63753650110185,26.0,16029.0,2,False,Efficient Hub,0.0,Has nearby boarding
22,Helwan University (Ain Helwan),0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
24,Isaaf,4.0,6.947371280271475,4.0,6.277321926217165,8.0,19406.0,1,False,Efficient Hub,0.0,Has nearby boarding
25,3rd Settlement  (New Cairo),6.0,36.199171740201265,6.0,36.373964623188336,12.0,1933.0,1,False,Efficient Hub,0.0,Has nearby boarding
26,Mehwar & Alex Desert Rd,5.0,14.209361124778283,4.0,16.67805204642122,9.0,2180.0,2,False,Efficient Hub,0.0,Has nearby boarding
27,Darrasa,14.0,15.076669745570042,14.0,15.57000684490578,28.0,0.0,0,True,Dead Weight,28.0,"Underused (routes, no boarding)"
28,Amr Ibn El Aas,8.0,20.617233864474212,8.0,21.772278924716584,16.0,2692.0,1,False,Efficient Hub,0.0,Has nearby boarding
29,Abd Al Moneim Riad,58.0,23.083740011654086,57.0,23.658701203158966,115.0,0.0,0,True,Dead Weight,115.0,"Underused (routes, no boarding)"
30,Abou Al Reesh,9.0,11.988104173843602,7.0,15.770929940481162,16.0,6117.0,1,False,Efficient Hub,0.0,Has nearby boarding
31,FUE,4.0,20.106881971131525,4.0,20.864602438776764,8.0,681.0,1,False,Efficient Hub,0.0,Has nearby boarding
32,Haram Mashaal,7.0,18.459947929838968,8.0,21.593077048019563,15.0,5833.0,1,False,Efficient Hub,0.0,Has nearby boarding
33,Rehab - Gate 13 - 12,3.0,17.386975272668845,4.0,19.231955176725766,7.0,0.0,0,True,Dead Weight,7.0,"Underused (routes, no boarding)"
34,Lebanon Square,18.0,18.551461029631525,19.0,18.699343113333075,37.0,0.0,0,True,Dead Weight,37.0,"Underused (routes, no boarding)"
35,Masraweya,0.0,0.0,0.0,0.0,0.0,783.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
36,Sheikh Zayed General Hospital,1.0,2.54475587722359,1.0,2.82457673993069,2.0,107.0,1,False,Marginal,0.0,Has nearby boarding
38,Helwan Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
39,Badr (Sheikh Zayed),5.0,27.63185449530126,3.0,37.4495749181347,8.0,998.0,1,False,Efficient Hub,0.0,Has nearby boarding
65,Al Hegaz (Obour Police ),1.0,16.7510059290887,1.0,21.2282403733907,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
66,Gas (Banks Area),19.0,17.695367989150878,21.0,19.64744758441038,40.0,0.0,0,True,Dead Weight,40.0,"Underused (routes, no boarding)"
40,10th District (Nasr City),21.0,15.047971871275209,22.0,14.879061534754083,43.0,0.0,0,True,Dead Weight,43.0,"Underused (routes, no boarding)"
42,Saqr Quraish,18.0,17.81971617977222,21.0,15.787579610587008,39.0,9005.0,1,False,Efficient Hub,0.0,Has nearby boarding
44,Al Muluk,1.0,4.99588813936655,1.0,5.99753190172684,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
45,Al Zawya Al Hamra,12.0,13.811883115925568,12.0,14.574599217927451,24.0,0.0,0,True,Dead Weight,24.0,"Underused (routes, no boarding)"
46,Rehab - Gate 6,5.0,25.79986941041434,5.0,24.95861604137976,10.0,1447.0,1,False,Efficient Hub,0.0,Has nearby boarding
47,Ahmed Helmy,30.0,25.836264746971402,26.0,22.74385652985514,56.0,0.0,0,True,Dead Weight,56.0,"Underused (routes, no boarding)"
48,6th District - 6th of October (Al Souq Al Qadeem),18.0,30.857487602520322,18.0,29.76085228999046,36.0,0.0,0,True,Dead Weight,36.0,"Underused (routes, no boarding)"
49,Helwan,11.0,36.15231339886017,10.0,35.35285941808351,21.0,19441.0,1,False,Efficient Hub,0.0,Has nearby boarding
50,Zayed 2000,1.0,10.3811964660605,1.0,1.95706071326112,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
51,Al Motamayez,3.0,15.328444728368966,4.0,12.56003466749865,7.0,0.0,0,True,Dead Weight,7.0,"Underused (routes, no boarding)"
52,Horia Square,1.0,6.20719462089431,0.0,0.0,1.0,4171.443746310315,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
53,Al Sa'a Square,6.0,10.846712629543015,5.0,11.531248801947553,11.0,6099.0,1,False,Efficient Hub,0.0,Has nearby boarding
54,7th District (Nasr City),23.0,21.25907728513244,21.0,21.317834781813353,44.0,853.0,1,False,Efficient Hub,0.0,Has nearby boarding
55,Haram & Marioteya,17.0,20.73222714039042,16.0,19.95313947761072,33.0,5491.0,1,False,Efficient Hub,0.0,Has nearby boarding
56,Sphinx Airport,1.0,16.6122371465803,1.0,15.1239017234502,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
59,Abageyah,5.0,16.7200988072983,5.0,15.78764496308412,10.0,1945.0,1,False,Efficient Hub,0.0,Has nearby boarding
60,CIC,1.0,4.64109227020441,1.0,5.0195364860866,2.0,1428.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
61,Al Warraq,12.0,14.030168436963242,13.0,15.897231180114296,25.0,0.0,0,True,Dead Weight,25.0,"Underused (routes, no boarding)"
62,Masaken Al Wehda,8.0,18.177503086126592,8.0,18.13193075640626,16.0,11041.0,2,False,Efficient Hub,0.0,Has nearby boarding
63,Masaken Zeinhom,5.0,19.3942573627238,6.0,14.657497245973156,11.0,4103.0,1,False,Efficient Hub,0.0,Has nearby boarding
68,Imbaba Ferry,0.0,0.0,0.0,0.0,0.0,638.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
69,Obour,6.0,46.68611598050243,6.0,47.59767190368206,12.0,1595.0,1,False,Efficient Hub,0.0,Has nearby boarding
70,7th District (6th of October),2.0,9.26869515320314,2.0,9.9401541445303,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
72,Hegaz Square,4.0,24.169539070513174,4.0,25.403339501672026,8.0,0.0,0,True,Dead Weight,8.0,"Underused (routes, no boarding)"
73,1st Settlement (New Cairo),32.0,33.20397644857769,33.0,34.25083779190078,65.0,155.0,1,False,Dead Weight,0.0,Has nearby boarding
74,Cairo University Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
75,Masaken Sheraton,13.0,23.36422047161469,13.0,23.763922021799964,26.0,884.0,1,False,Efficient Hub,0.0,Has nearby boarding
76,Industrial Zone 3,2.0,3.063151044647065,2.0,2.933739226054265,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
77,Qalaa,4.0,18.230376122415276,5.0,15.802221138446502,9.0,1429.8953121314469,1,False,Efficient Hub,0.0,Has nearby boarding
78,Al Mostaqbal Entrance,2.0,8.90955592100631,2.0,11.14578461786845,4.0,3986.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
79,Motseian,3.0,20.603653497511498,3.0,19.402116216187967,6.0,7591.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
80,Al Mostafa Mosque,1.0,4.90427018404213,1.0,5.06539347587283,2.0,47.0,1,False,Marginal,0.0,Has nearby boarding
81,15th of May,5.0,28.63562643801572,4.0,32.4287690676144,9.0,0.0,0,True,Dead Weight,9.0,"Underused (routes, no boarding)"
82,Moneeb Konayyesa,1.0,24.6920999803547,3.0,31.191086978547034,4.0,2682.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
84,Hamada Emam,1.0,7.67565186326168,1.0,3.54391119211198,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
85,New Marg,45.0,23.014094991581047,42.0,22.12014052451322,87.0,7826.0,1,False,Efficient Hub,0.0,Has nearby boarding
87,Al Shorouq Water,4.0,37.49832552760302,4.0,38.3218187107915,8.0,395.0,1,False,Efficient Hub,0.0,Has nearby boarding
88,Matbaa,15.0,23.082447098939802,15.0,23.235461925456157,30.0,0.0,0,True,Dead Weight,30.0,"Underused (routes, no boarding)"
89,Masallah Al Gadeda (Matareyya),3.0,16.7426477399769,4.0,14.16196096705394,7.0,1333.0,1,False,Efficient Hub,0.0,Has nearby boarding
91,Al Nozha Al Gadida (Gesr El Suez Garage),16.0,14.989574631571529,17.0,13.599560229992093,33.0,3923.0,1,False,Efficient Hub,0.0,Has nearby boarding
92,Abbasseya,29.0,17.644991200378435,27.0,17.930444992441576,56.0,23013.0,1,False,Efficient Hub,0.0,Has nearby boarding
93,Badrasheen Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
94,Cairo Airport,18.0,24.917014160843923,17.0,25.43085268865077,35.0,8881.0,1,False,Efficient Hub,0.0,Has nearby boarding
97,Qalyoub,4.0,21.61135533460355,6.0,17.598207529686707,10.0,0.0,0,True,Dead Weight,10.0,"Underused (routes, no boarding)"
99,Matareya Square,14.0,6.379499514669737,17.0,6.3339170234689846,31.0,15746.0,1,False,Efficient Hub,0.0,Has nearby boarding
100,Daewoo,1.0,6.55408573211487,1.0,3.21235562249392,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
101,Hyper 1,16.0,25.542147398983726,15.0,15.744917806414556,31.0,0.0,0,True,Dead Weight,31.0,"Underused (routes, no boarding)"
103,Masaken Ain Shams,15.0,18.54227047451682,15.0,20.190282163319033,30.0,5063.0,1,False,Efficient Hub,0.0,Has nearby boarding
104,New Cairo Court,1.0,34.0043257088379,4.0,19.41028516164515,5.0,0.0,0,True,Marginal,5.0,"Underused (routes, no boarding)"
106,Isbiko,11.0,23.503471218950764,8.0,23.752211064525298,19.0,3181.0,1,False,Efficient Hub,0.0,Has nearby boarding
107,Masaken Othman (6th of October),1.0,11.4348774377057,1.0,6.70698736816892,2.0,0.0,0,True,Marginal,2.0,"Underused (routes, no boarding)"
108,Dandy Mall,3.0,13.383670833131783,2.0,15.52030188344365,5.0,2076.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
109,Zahraa Madinet Nasr,15.0,23.33331185807088,16.0,28.679172400509565,31.0,0.0,0,True,Dead Weight,31.0,"Underused (routes, no boarding)"
110,Kattameya (Mahmoudeya),9.0,24.623699560042713,9.0,27.084440030820115,18.0,5985.0,1,False,Efficient Hub,0.0,Has nearby boarding
111,Arabella Square,3.0,3.745540007694757,3.0,3.17308699158959,6.0,1351.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
112,Maspero Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
113,Arab Maadi,6.0,13.238852079314057,4.0,17.4295447478226,10.0,0.0,0,True,Dead Weight,10.0,"Underused (routes, no boarding)"
114,Al Shorouq Academy,4.0,31.43604565923,2.0,31.7984244109719,6.0,0.0,0,True,Marginal,6.0,"Underused (routes, no boarding)"
116,Remaya Square,2.0,18.96577969663985,5.0,18.121986468665664,7.0,0.0,0,True,Dead Weight,7.0,"Underused (routes, no boarding)"
117,Hadaba Wosta (Moqattam),9.0,18.06762285748931,12.0,20.247192615489507,21.0,0.0,0,True,Dead Weight,21.0,"Underused (routes, no boarding)"
118,AUC Bus,7.0,41.89663740609823,7.0,45.719215078454035,14.0,0.0,0,True,Dead Weight,14.0,"Underused (routes, no boarding)"
119,Al Toub Al Ramly,2.0,23.451283858952948,2.0,25.1190905218387,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
120,Helwan Post Office,3.0,22.83044183169403,4.0,24.775312879153724,7.0,0.0,0,True,Dead Weight,7.0,"Underused (routes, no boarding)"
121,Laylat Al Qadr,19.0,25.01777956458358,15.0,21.312243244255594,34.0,811.0,1,False,Efficient Hub,0.0,Has nearby boarding
146,Ain Shams Metro,2.0,3.80289681418152,3.0,3.606407604640277,5.0,0.0,0,True,Marginal,5.0,"Underused (routes, no boarding)"
122,Helwan Metro,4.0,13.344613329614143,9.0,25.478774828869525,13.0,0.0,0,True,Dead Weight,13.0,"Underused (routes, no boarding)"
123,Al Hamd Square,9.0,20.641457632978476,6.0,19.912230999209264,15.0,1952.0,1,False,Efficient Hub,0.0,Has nearby boarding
125,New Cairo Academy,4.0,13.500667257609354,2.0,18.2235960560889,6.0,344.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
126,Bohooth (Al Kobri Al Khashab),5.0,4.057964798817502,6.0,5.7386396404475635,11.0,8177.0,1,False,Efficient Hub,0.0,Has nearby boarding
127,Abou Wafya,6.0,23.64737711518875,6.0,23.714781856102817,12.0,3270.0,1,False,Efficient Hub,0.0,Has nearby boarding
128,Can Can 12th District  (6th of October),2.0,43.83496982330145,2.0,42.098547615798395,4.0,1493.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
130,Mamaleek -Manial (Meqyas),3.0,27.445192841008534,3.0,27.713711470763638,6.0,0.0,0,True,Marginal,6.0,"Underused (routes, no boarding)"
132,Zamalek Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Marginal,0.0,Has nearby boarding
133,Masarra,2.0,10.692887630932074,1.0,6.42411948422724,3.0,0.0,0,True,Marginal,3.0,"Underused (routes, no boarding)"
134,Isko,10.0,26.139078509200846,10.0,25.53177468866657,20.0,5650.0,1,False,Efficient Hub,0.0,Has nearby boarding
135,Kattameya Church,1.0,22.5505619684532,1.0,21.8079798154259,2.0,1203.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
136,10th of Ramadan City,7.0,41.48169306447773,7.0,39.87537226116384,14.0,6976.0,1,False,Efficient Hub,0.0,Has nearby boarding
137,Bulaq Al Dakrur,29.0,16.509558553312495,25.0,15.980054636367427,54.0,0.0,0,True,Dead Weight,54.0,"Underused (routes, no boarding)"
138,Hadaek EL Kobba,8.0,11.339065106012985,7.0,3.7341773043368653,15.0,6103.0,1,False,Efficient Hub,0.0,Has nearby boarding
139,Mostorod,7.0,10.706333431420317,5.0,11.55195771292379,12.0,0.0,0,True,Dead Weight,12.0,"Underused (routes, no boarding)"
140,Awwel Al Zawya Al Hamra,4.0,9.511813204075844,5.0,5.426802449462366,9.0,5365.0,3,False,Efficient Hub,0.0,Has nearby boarding
142,Tagneed (Al Remaya),10.0,25.12170217962231,9.0,23.26103425473282,19.0,0.0,0,True,Dead Weight,19.0,"Underused (routes, no boarding)"
143,Zahraa Ain Shams,4.0,17.939921791796074,4.0,19.048265924289126,8.0,886.0,1,False,Efficient Hub,0.0,Has nearby boarding
144,Mazlaqan Ain Shams,5.0,7.071549725524396,5.0,6.546356222494038,10.0,3696.0,1,False,Efficient Hub,0.0,Has nearby boarding
145,Ezbet Al Nakhl,4.0,5.8358597941539,3.0,4.68964230271889,7.0,11051.0,1,False,Efficient Hub,0.0,Has nearby boarding
147,Masaken Helmeyet Al Zaitoun,2.0,15.865503501918852,2.0,16.824905951210802,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
148,Abou Rawwash,2.0,11.224562607938505,2.0,7.783528236944756,4.0,0.0,0,True,Marginal,4.0,"Underused (routes, no boarding)"
149,Kerdasa,7.0,8.452837399930191,6.0,7.059191195175102,13.0,4175.0,1,False,Efficient Hub,0.0,Has nearby boarding
150,Ramses,35.0,15.649974554450855,41.0,15.395169978008466,76.0,66842.0,1,False,Efficient Hub,0.0,Has nearby boarding
151,Amiriya,10.0,17.579051189200143,10.0,18.182850979100273,20.0,3555.0,1,False,Efficient Hub,0.0,Has nearby boarding
152,Ibrahim Bek,8.0,16.526502037362164,8.0,16.870308374076064,16.0,0.0,0,True,Dead Weight,16.0,"Underused (routes, no boarding)"
153,Qalyoub El Balad,3.0,10.197739835249523,3.0,9.937932120787456,6.0,8968.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
154,Al Wehda Imbaba (Al Bohi),6.0,6.04702394076207,5.0,6.34072123372246,11.0,0.0,0,True,Dead Weight,11.0,"Underused (routes, no boarding)"
155,Warraq Al Arab (Cima),7.0,11.826114591462895,8.0,11.148887324645342,15.0,835.0,1,False,Efficient Hub,0.0,Has nearby boarding
156,Ghamra,4.0,10.246902924560114,3.0,9.191430801664053,7.0,15429.0,1,False,Efficient Hub,0.0,Has nearby boarding
157,Akher Faisal,2.0,14.32512348952844,3.0,26.320399768022167,5.0,1092.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
158,Attaba,38.0,17.11417925071169,37.0,17.47214152376075,75.0,0.0,0,True,Dead Weight,75.0,"Underused (routes, no boarding)"
159,Mosheer Ahmed Ismail (Sheraton),1.0,30.251584280659,1.0,29.2037471481382,2.0,240.0,1,False,Overcrowded / Underserved,0.0,Has nearby boarding
160,Qalyoub Exit,5.0,55.262945677929736,8.0,50.545156432197636,13.0,0.0,0,True,Dead Weight,13.0,"Underused (routes, no boarding)"
