Stop_Name,Daily_All_BA,Morning_All_BA,routes_cta_evening,routes_cta_morning,routes_p_o_14_evening,routes_p_o_14_morning,routes_cta_m_evening,routes_cta_m_morning,routes_coop_evening,routes_coop_morning,routes_p_b_8_morning,routes_p_b_8_evening,Total_Routes_At_Stop
(Mostorod Bridge) Ring Road,648.0,280.0,3,3,6,6,0,0,0,0,0,0,18
10 St. Steps (Ring Rd.),45.0,45.0,0,1,0,6,0,0,0,0,0,0,7
10th District (Nasr City),20158.0,7990.0,9,9,4,4,16,16,0,0,0,0,58
10th District (Shorouq City),412.0,156.0,1,1,0,0,0,0,0,0,0,0,2
10th District Station (6th of October),430.0,138.0,2,2,0,0,0,0,0,0,0,0,4
10th District Station (Nasr City),3670.0,1950.0,4,4,1,1,15,15,0,0,0,0,40
10th of Ramadan,2406.0,1466.0,2,2,1,1,0,0,0,0,0,0,6
10th of Ramadan (Ismailiya Desert Rd.),119.0,39.0,1,1,0,0,0,0,0,0,0,0,2
10th of Ramadan City,6976.0,4416.0,0,0,1,1,0,0,0,0,0,0,2
11th District Exit (Sheikh Zayed),29.0,5.0,1,1,0,0,0,0,0,0,0,0,2
15th of May School (Mostorod),7615.0,5755.0,4,4,2,2,8,8,1,1,0,0,30
1st Settlement Authority,1635.0,1219.0,8,8,0,0,12,12,0,0,0,0,40
1st Settlement Station,155.0,155.0,0,0,0,0,0,1,0,0,0,0,1
20 St. & Al Mostaqbal St. (Sheikh Zayed),33.0,9.0,1,1,0,0,0,0,0,0,0,0,2
26th of July Corridor & Alex Desert Rd.,288.0,0.0,0,0,3,0,0,0,0,0,0,0,3
26th of July Corridor Exit to Alex Desert Rd.,226.0,226.0,0,0,0,2,0,0,0,0,0,0,2
26th of July Mehwar Steps to Ard Al Lewa,4526.0,2682.0,4,4,7,7,0,0,0,0,0,0,22
2nd Nasr City Police Station,1147.0,787.0,18,18,2,0,0,0,0,0,0,0,38
3rd Settlement Station,1933.0,745.0,3,3,0,0,0,0,0,0,0,0,6
5th Settlement Authority,237.0,185.0,2,2,1,0,0,0,0,0,1,0,6
5th Settlement Police Station,223.0,99.0,3,3,0,0,1,1,0,0,0,0,8
6 October Bridge (Mostorod),180.0,160.0,0,1,0,2,2,0,0,0,0,0,5
6th District (6th of October),2441.0,1449.0,0,0,2,2,0,0,0,0,1,1,6
6th Of October City Authority,138.0,138.0,0,4,0,5,0,0,0,0,0,0,9
6th of October Garden (Helwan),2068.0,420.0,0,0,3,3,0,0,0,0,0,0,6
6th of October Panorama,306.0,190.0,0,5,0,0,8,8,0,0,0,0,21
6th Of October University,2756.0,1376.0,4,0,4,4,0,0,0,0,0,0,12
7 Omarat,598.0,166.0,2,2,0,0,6,6,0,0,0,0,16
7th District (Nasr City),853.0,357.0,6,6,1,0,9,9,0,0,0,0,31
7th District Entrance (6th of October),1030.0,842.0,4,0,4,4,0,0,0,0,1,0,13
7th District Station (Nasr City),6601.0,3381.0,6,6,0,0,9,9,0,0,0,0,30
8th District (6th of October),104.0,0.0,2,0,0,0,0,0,0,0,0,0,2
8th District (Nasr City),7933.0,4189.0,12,12,0,0,10,10,0,0,0,0,44
8th District (Shorouq City),321.0,65.0,1,1,0,0,0,0,0,0,0,0,2
Aba Al Kassem Mosque (Autostrad),422.0,238.0,0,0,7,7,0,0,0,0,0,0,14
Abageyya Bridge,410.0,102.0,10,10,0,0,1,0,0,0,0,0,21
Abbas Al Akkad & Mostafa Al Nahas,847.0,379.0,0,0,0,0,7,7,0,0,0,0,14
Abbaseya,23013.0,15001.0,27,27,9,9,33,33,0,0,0,0,138
Abbaseya Bridge Entrance,7640.0,4812.0,19,19,10,10,19,19,0,0,0,0,96
Abbaseya Bridge Exit,1633.0,641.0,18,18,8,8,26,26,0,0,0,0,104
Abbaseya Hospital,1747.0,1243.0,17,17,12,12,18,18,0,0,0,0,94
Abbaseya Square,20073.0,13665.0,9,9,6,6,25,25,0,0,0,0,80
Abbaseya Station,912.0,0.0,4,0,0,0,0,0,0,0,0,0,4
Abboud,26925.0,16269.0,15,15,10,10,8,8,0,0,0,0,66
Abd Al Moneim Riad,61605.0,35993.0,50,50,11,11,27,27,0,0,0,0,176
Abd El Aziz St. (Ataba),23457.0,13521.0,16,16,1,1,9,9,0,0,0,0,52
Abdeen,1199.0,691.0,16,16,0,0,5,5,0,0,0,0,42
Abdel Menaam Reyad Mosque (Nile Corniche),834.0,34.0,0,0,4,4,0,0,0,0,0,0,8
Abdo Basha,4068.526614174888,3525.0,14,15,0,0,17,17,0,0,0,0,63
Abdullah Al Othaym (Nile Corniche),385.0,13.0,1,1,4,0,0,0,0,0,0,0,6
Abo Senna Steps,2224.0,880.0,3,3,1,1,0,0,1,1,0,0,10
Abo Sir Steps (Ring Rd.),172.0,44.0,3,3,0,0,0,0,0,0,0,0,6
Abou Al Majd Center (Mostorod),878.0,342.0,3,3,3,3,4,4,0,0,0,0,20
Abou Al Reesh,6117.0,3281.0,15,15,1,1,16,16,0,0,0,0,64
Abou Wafya,3270.0,2306.0,2,2,5,5,3,3,0,0,0,0,20
Abou Wafya Bridge,875.0,483.0,0,3,0,0,9,9,0,0,0,0,21
Abu Al Gheit Ambulance Service,1026.0,854.0,2,2,2,2,0,0,0,0,0,0,8
Abu Al Houl ( Mansoureyya Rd. ),216.0,0.0,1,0,1,0,0,0,0,0,0,0,2
Abu Al Houl St.,1250.0,506.0,1,1,0,0,0,0,0,0,0,0,2
Abu Bakr Al Sedeeq Mosque - Sheraton,280.0,280.0,0,0,0,0,0,1,0,0,0,0,1
Abu Bakr Al Sediq Mosque (Sheraton),904.0,400.0,0,0,0,0,1,1,0,0,0,0,2
Abu El Numrus,3684.0,2148.0,0,0,2,2,0,0,0,0,0,0,4
Abu Khater (Al Matareyya),3079.0,2379.0,4,4,0,1,11,11,1,1,0,0,33
Abu Makarem Mosque (Al Waili),82.0,70.0,5,5,0,0,0,0,0,0,0,0,10
Adawy (Nile Corniche),1147.0,307.0,0,0,4,4,0,0,0,0,0,0,8
Aden St & Sudan St,1578.0,1422.0,5,0,3,3,0,0,0,0,0,0,11
Adidas Steps (Ring Rd.),1311.0,775.0,8,8,4,4,0,0,0,0,0,0,24
Afendina Dome ( Manshiyat Nasser ),1539.0,839.0,4,4,7,7,4,4,0,0,0,0,30
Agouza Corniche,969.0,533.0,7,7,2,2,2,2,0,0,0,0,22
Agouza Police Hospital,1747.0,1135.0,16,16,3,3,1,0,0,0,0,0,39
Agricultural Center (Badrasheen),2340.0,1764.0,0,0,1,1,0,0,0,0,0,0,2
Agricultural Research Center - Cairo University,1074.0,702.0,19,19,0,0,12,12,1,0,0,0,63
Agyad School (Betcho),240.0,0.0,0,0,0,0,0,0,0,0,0,1,1
Ahli Bank (Al Nadi Al Gedid St.),3319.0,1947.0,1,1,3,3,1,1,0,0,0,0,10
Ahli Kuwaiti Bank (Sudan St),1616.0,944.0,5,5,3,3,0,0,0,0,0,0,16
Ahmed Al Sallab Mall (Nasr City),3832.0,2952.0,19,19,0,1,0,0,0,0,0,0,39
Ahmed Badawi St.,13053.0,8013.0,43,43,3,3,10,10,0,0,0,0,112
Ahmed Esmat St. & Ain Shams St.,469.0,281.0,2,2,0,0,7,7,0,0,0,0,18
Ahmed Fakhry and Autostrad,8064.0,5632.0,2,2,3,3,13,13,0,0,0,0,36
Ahmed Helmy,30825.0,16205.0,43,43,4,4,10,10,0,0,0,0,114
Ahmed Ismail Square (Alf Maskan),1200.0,0.0,0,0,1,0,0,0,0,0,0,0,1
Ahmed Maher Teaching Hospital,10275.262839271729,7680.0,36,37,3,3,25,25,0,0,0,0,129
Ahmed Oraby Metro,10861.0,6101.0,40,40,4,4,25,25,0,0,0,0,138
Ahmed Oraby Square (Obour),99.0,99.0,0,1,0,1,0,0,0,0,0,0,2
Ahmed Oraby St.,14420.0,7708.0,41,41,3,3,10,10,0,0,0,0,108
Ahmed Saaed Bridge Entrance,1386.0,842.0,19,19,6,6,25,25,0,0,0,0,100
Ahmed Saaed Bridge Exit,1470.0,798.0,0,0,1,1,0,0,0,0,0,0,2
Ahmed Saeed St. & Abaseyya St.,4827.950086291886,3265.0,13,14,0,0,20,20,0,0,0,0,67
Ahmed Zaki St. (Maadi),717.0,509.0,1,2,4,4,1,1,0,0,0,0,13
Ahram Gardens Resort (6th of October),44.0,0.0,0,0,1,0,0,0,0,0,0,0,1
Ahram School for Basic Education,1435.0,395.0,1,0,0,0,3,3,1,0,0,0,8
Aida (Ahmed Helmy St.),309.0,141.0,1,1,4,4,0,0,0,0,0,0,10
Ain Helwan Metro,2044.0,1316.0,0,0,1,1,0,0,0,0,0,0,2
Ain Shams University,3773.0,3605.0,8,0,5,5,23,23,0,0,0,0,64
Ain Shams University (Obour),267.0,99.0,0,1,1,1,0,0,0,0,0,0,3
Ain Shams University Dorms,1129.0,753.0,8,8,0,5,23,23,0,0,0,0,67
Air Force Hospital,3295.0,2767.0,3,3,1,1,0,0,0,0,0,0,8
Air Force Hospital (Al Waili),6118.0,3262.0,14,14,0,0,18,18,0,0,0,0,64
Akhnaton School,122.0,90.0,3,3,0,0,1,1,0,0,0,0,8
Akhnaton Square (5th Settlement),584.0,504.0,3,3,0,0,1,0,0,0,1,0,8
Al Aalam Specialized Hospital,2824.0,2336.0,4,4,4,4,1,1,0,0,0,0,18
Al Abageyya,1945.0,1009.0,10,10,0,0,0,0,0,0,0,0,20
Al Abaseyya Institute for Computer & Commercial Sciences,20.0,0.0,0,0,2,0,0,0,0,0,0,0,2
Al Abaseyya Institute for Computers,4006.0,2578.0,0,0,1,1,0,0,2,2,0,0,6
Al Abeet Steps (Ring Rd.),76.0,36.0,0,0,0,4,0,0,1,0,0,0,5
Al Abtal Club ( Ein Al Seera),829.0,669.0,3,3,4,4,2,2,0,0,0,0,18
Al Abyad Automotive ( Faisal St.),1441.0,601.0,0,0,1,1,3,3,0,0,0,0,8
Al Agouza Hospital,1155.0,727.0,16,16,0,3,1,1,0,0,0,0,37
Al Agouza Steps (October Bridge),2478.0,1602.0,10,10,7,7,2,2,0,0,0,0,38
Al Ahli Bank (Courniche Boulaq),710.0,474.0,6,6,4,0,2,2,0,0,0,0,20
Al Ahli Bank (Faisal St.),2743.0,1083.0,0,0,2,2,3,3,0,0,0,0,10
Al Ahly Sporting Club,2710.092524384774,1210.443103888802,2,2,1,1,8,8,0,0,0,0,22
Al Ahly Sporting Club (Nasr City),1004.0,532.0,0,0,2,0,9,9,0,0,0,0,20
Al Amir Steps (Ring Rd.),872.0,400.0,3,3,8,8,0,0,0,0,0,0,22
Al Anabeeb - Waili,2075.0,1179.0,5,5,1,1,3,3,0,0,0,0,18
Al Andalous Specialized Hospital (7th District Nasr City),916.0,844.0,6,6,0,1,8,8,0,0,0,0,29
Al Areesh (Haram St.),4008.0,2544.0,4,4,2,2,3,3,1,1,0,0,20
Al Atraby Basha Abu Al Ezz St. & Gesr Al Suez St.,1564.0,1176.0,6,6,5,5,10,10,1,0,0,0,43
Al Azhar Park Gate,272.0,272.0,0,3,0,0,0,0,0,0,0,0,3
Al Azhar Pedestrian Bridge,3895.0,2767.0,23,23,8,8,19,19,0,0,0,0,100
Al Azhar University Hospital ( Nasr City ),1274.0,558.0,17,17,0,0,0,0,0,0,0,0,34
Al Azhar University Northen Gate,751.0,427.0,0,0,0,7,19,19,0,0,0,0,45
Al Azhar University Southern Gate,590.0,242.0,16,16,0,0,0,0,0,0,0,0,32
Al Aziz Bellah (Gesr Al Suez),1533.0,957.0,1,1,4,4,2,2,0,0,0,0,14
Al Aziz Bellah St. &  Selim Al Awwal St.,1636.0,1012.0,2,2,0,0,5,5,0,0,0,0,14
Al Azizeya Bridge,1457.0,953.0,0,0,1,1,0,0,0,0,0,0,2
Al Badrasheen City Council,828.0,756.0,0,0,0,0,0,0,1,1,0,0,2
Al Bahr Al Aazam St. Exit End,1278.0,466.0,1,1,5,5,0,0,0,0,0,0,12
Al Bahr Al Aazam St. Exit Start,2806.0,1258.0,1,0,8,8,0,0,0,0,0,0,17
Al Baloun Theatre (Al Agouza),3088.0,1536.0,16,16,3,3,1,1,0,0,0,0,40
Al Banat Mosque,20675.924629531368,19793.0,25,26,2,2,21,21,0,0,0,0,97
Al Banhawi,10975.0,6063.0,21,21,1,1,21,21,0,0,0,0,86
Al Barageel Entrance,147.0,55.0,5,0,0,10,0,0,0,0,0,0,15
Al Barageel Steps (Ring Rd.),175.0,175.0,0,0,0,6,0,0,0,0,0,0,6
Al Bassous,3820.0,1732.0,0,0,1,1,0,0,0,0,0,0,2
Al Bassous Steps - Ring Road,313.0,9.0,1,1,2,0,0,0,0,0,0,0,4
Al Batal Ahmed - Saheb Al Diwan,8440.0,2408.0,0,0,1,1,0,0,0,0,0,0,2
Al Bibany St.,1788.0,1072.0,13,14,2,2,2,2,0,0,0,0,35
Al Bohi (Imbaba),9504.0,5404.0,3,3,5,5,0,0,0,0,0,0,16
Al Central (Laylat Al Qadr),112.0,0.0,2,0,0,0,0,0,0,0,0,0,2
Al Central St. & Abou Al Farag St.,676.0,256.0,1,1,0,0,2,2,0,0,0,0,6
Al Dandarawy St. & Basateen Rd.,116.0,88.0,3,3,0,0,2,2,0,0,0,0,10
Al Darb Al Ahmar Police Station,839.0,427.0,10,11,0,2,2,2,0,0,0,0,27
Al Darraasa Traffic Department,884.0,420.0,6,6,1,1,4,4,0,0,0,0,22
Al Dawagen (Nile Corniche),1360.0,532.0,1,0,4,4,0,0,0,0,0,0,9
Al Demerdash Hospital,2381.0,1645.0,20,20,7,0,25,25,0,0,0,0,97
Al Demerdash Metro,6901.0,3277.0,24,24,11,11,31,31,0,0,0,0,132
Al Eman Mosque (Makram Ebeid),3913.0,2057.0,0,0,2,2,8,8,0,0,0,0,20
Al Etaby Center,139.0,19.0,1,1,0,0,0,0,0,0,0,0,2
Al Ezaby Pharmacy Al Mehwar Al Markazi (6th of October),32.0,0.0,2,0,0,0,0,0,0,0,0,0,2
Al Farag Butchery ( Magra Al Oyoun),1797.0,1125.0,16,16,0,0,4,4,0,0,0,0,40
Al Faragany (Ain Shams St.),854.0,602.0,2,2,0,0,7,7,0,0,0,0,18
Al Fardous Compound Entrance (6th of October),129.0,85.0,0,0,2,2,0,0,0,0,0,0,4
Al Fath Mosque (Mansheyyet Al Gamal St.),1780.0,1324.0,2,0,1,1,8,8,0,0,0,0,20
Al Fath Superjet,524.0,100.0,3,3,2,0,0,0,0,0,0,1,9
Al Fath Superjet (Nasr City),603.0,507.0,4,4,0,2,0,0,0,0,0,0,10
Al Fayrouz Medical Center (Helwan),1872.0,856.0,0,0,6,6,0,0,0,0,0,0,12
Al Fouad Hospital (Abbaseya),2712.0,1580.0,6,6,0,0,5,5,0,0,0,0,22
Al Gabal Al Asfar (Marg),1540.0,256.0,0,0,1,1,0,0,0,0,0,0,2
Al Galaa Bridge,3766.0,2350.0,6,6,6,6,16,16,0,0,0,0,56
Al Galaa Bridge (Helipolis),1605.0,1149.0,1,1,3,3,7,7,0,0,0,0,22
Al Galaa Military Hospital,6017.0,5921.0,6,6,0,3,0,0,0,0,0,0,15
Al Gamaia Al Sharaia (Nasr City),33.0,33.0,0,0,0,0,0,0,0,0,1,0,1
Al Gamaleya Youth Center,8204.0,4920.0,5,5,0,0,4,4,0,0,0,0,18
Al Garage ( Sawah ),1466.0,714.0,5,5,0,0,2,2,1,1,0,0,16
Al Gazaer Exit (Ring Rd.),1968.0,688.0,3,3,2,2,0,0,0,0,0,0,10
Al Gazareen (Warraq),2403.0,419.0,0,2,2,0,3,3,1,1,0,0,12
Al Geish Square,3440.9138027174627,2390.0,19,20,0,0,17,17,0,0,0,0,73
Al Gezira Steps (October Bridge),3198.0,2038.0,10,10,7,7,2,2,0,0,0,0,38
Al Gomhoreyya (Al Masraf),880.0,288.0,0,0,1,1,0,0,0,0,0,0,2
Al Gomhoreyya (Howd Al Shaikh),1048.0,288.0,0,0,1,1,0,0,0,0,0,0,2
Al Habib Mosque (Al Barageel),687.0,111.0,0,0,1,1,0,0,0,0,0,0,2
Al Hadaba Al Wosta,6079.0,3499.0,6,6,4,4,0,0,0,0,1,0,21
Al Hamd Square Station,1952.0,988.0,3,3,0,0,1,1,0,0,0,1,9
Al Haq Hospital (Arbean St.),1859.0,659.0,0,0,1,1,3,3,2,2,0,0,12
Al Harania Footbridge,2596.0,1716.0,0,0,2,2,0,0,0,0,0,0,4
Al Hawamdeyya,2376.0,1776.0,0,0,2,2,0,0,0,0,0,0,4
Al Hawamdeyya Bridge St.,3096.0,2112.0,0,0,3,3,0,0,1,1,0,0,8
Al Hawamdeyya Traffic Authority,2210.0,798.0,0,0,3,3,0,0,1,1,0,0,8
Al Hayat Islamic School (Marg),536.0,72.0,0,0,1,1,0,0,0,0,0,0,2
Al Hays Pastry (Nozha St.),1071.0,747.0,0,5,0,0,11,11,0,0,0,0,27
Al Hegaz Square,13710.0,7486.0,7,7,2,2,20,20,0,0,0,0,58
Al Helmeya Garden (Gesr Al Suez),3444.0,2012.0,6,6,5,5,2,2,1,1,0,0,28
Al Helmeya Square (Heliopolis),16434.0,9810.0,12,12,4,4,14,14,0,0,0,0,60
Al Hennawy Furniture (Airport Rd.),384.0,244.0,4,4,0,6,2,2,0,0,0,0,18
Al Herafeyin (Gesr Al Suez),510.0,238.0,2,2,0,2,1,1,1,1,0,0,10
Al Herafyeen (Gesr Al Suez),545.0,9.0,2,2,2,0,0,0,0,0,0,0,6
Al Hikma Labs (Nohza St.),427.0,299.0,0,5,0,0,11,11,0,0,0,0,27
Al Horeyya Rd. (Badr),272.0,136.0,1,1,1,0,0,0,0,0,0,0,3
Al Horia Square (Maadi),4171.443746310315,2607.0,1,2,4,4,1,1,0,0,0,0,13
Al Horreya Square (Shorouq City),26.0,26.0,0,1,0,0,0,0,0,0,0,0,1
Al Hossary Azhari Language School,1926.0,886.0,0,0,3,3,0,0,0,0,0,0,6
Al Huda Mosuqe (Al Mosky),3153.758089700732,3055.0,16,17,0,0,16,16,0,0,0,0,65
Al Hussein Hospital (Al Darraasa),411.0,223.0,0,0,0,0,4,4,0,0,0,0,8
Al Imam Al Shafei Cemetaries (Autostrad),831.0,535.0,8,8,9,9,0,0,0,0,0,0,34
Al Ismailiya Square,3094.0,2254.0,7,7,0,0,13,13,0,0,0,0,40
Al Itihadeya,6866.0,4858.0,4,4,0,0,21,21,0,0,0,0,50
Al Kabbani Furniture (6th of October),177.0,177.0,0,2,0,0,0,0,0,0,1,0,3
Al Kahraba Housing Complex,810.0,258.0,0,0,4,4,0,0,0,0,0,0,8
Al Kahraba St. (Nasr City),4673.0,2213.0,8,8,1,1,17,17,0,0,0,0,52
Al Kahraba St. & Al Wahat Road,337.0,129.0,0,0,4,4,0,0,0,0,0,0,8
Al Kahraba St. & Tabarak St.,201.0,129.0,0,0,4,4,0,0,0,0,0,0,8
Al Karma Compound Gate (Sheikh Zayed),17.0,5.0,1,1,0,0,0,0,0,0,0,0,2
Al Kasr Al Aini Hospital,12435.0,8903.0,26,26,5,5,17,17,0,0,0,0,96
Al Kawetch (Al Matareyya),2357.0,1225.0,4,4,0,0,8,8,0,0,0,0,24
Al Kawthar St. & Gamal Al Din Al Banna St.,418.0,354.0,0,0,2,2,0,0,0,0,0,0,4
Al Kerdasi Schools (Marg),1280.0,184.0,0,0,1,1,0,0,0,0,0,0,2
Al Kersh Cars (Heliopolis),576.0,280.0,1,1,0,0,5,5,0,0,0,0,12
Al Khalafawy Square,9060.0,5036.0,35,35,2,2,16,16,0,0,0,0,106
Al Khashab Bridge,1421.0,1045.0,8,8,9,9,3,3,0,0,0,0,40
Al Khazan St. (6th of October),192.0,84.0,2,2,0,0,0,0,0,0,0,0,4
Al Khelaa St.,30.0,18.0,10,10,0,0,0,0,0,0,0,0,20
Al Kholafaa Al Rashdeen Mosque - Nasr City,383.0,383.0,0,4,0,0,0,1,0,0,0,0,5
Al Khouly Steps (Ring Rd.),551.0,407.0,1,1,6,6,0,0,0,1,0,0,15
Al Kurdi St. - Basateen Rd,1164.0,688.0,9,10,0,0,4,4,0,0,0,0,27
Al Kuwaiti Mosque (Zahraa Al Maadi),225.0,161.0,0,0,0,0,1,1,0,0,0,0,2
Al Lewaa Steps (26th of July Corridor),476.0,188.0,4,4,7,7,0,0,0,0,0,0,22
Al Maadi Company St. and Al Gazaer St.,5349.0,3313.0,8,9,1,1,2,2,0,0,0,0,23
Al Maagfera Mosque (Bolak),4814.0,1306.0,0,0,7,7,0,0,0,0,0,0,14
Al Maamal ( Al Remaya St.),589.0,217.0,1,1,0,0,3,3,0,0,0,0,8
Al Maasara Ferry,1557.0,493.0,1,0,4,4,0,0,0,0,0,0,9
Al Maasara For Engineering Industries,1494.0,1010.0,0,0,4,4,0,0,0,0,0,0,8
Al Mafareq (Al Moqattam),1857.0,1009.0,4,4,1,1,0,0,0,0,0,0,10
Al Mafariq (Al Zawya Al Hamra),1508.0,1000.0,2,2,0,0,2,2,0,0,0,0,8
Al Magzar (Al Mariouteya),11311.0,5795.0,2,2,5,5,1,1,0,0,1,1,18
Al Magzar Al Aali (Autostrad),309.0,181.0,10,10,9,0,0,0,0,0,0,0,29
Al Mahkama (New Cairo),64.0,0.0,0,0,0,0,0,0,0,0,0,1,1
Al Malek Al Saleh,9695.0,5679.0,5,5,8,8,1,1,0,0,0,0,28
Al Malek Al Saleh Bridge,6511.0,4783.0,5,5,6,6,3,3,0,0,0,0,28
Al Malek Al Saleh Bridge Entrance,2454.0,1374.0,8,8,9,9,3,3,0,0,0,0,40
Al Malek Al Saleh Metro,1353.0,953.0,13,13,4,4,6,6,0,0,0,0,46
Al Malek Al Saleh Tunnel Square,128.0,80.0,1,1,0,0,0,0,0,0,0,0,2
Al Manara Kiosk (Al Moqattam),595.0,327.0,4,4,0,0,0,0,0,0,0,0,8
Al Manarah Center For International Conferences,183.0,155.0,3,3,0,0,0,0,0,0,0,0,6
Al Manhal Private School,2100.0,1244.0,0,1,0,0,6,6,0,0,0,0,13
Al Manial,5362.0,3286.0,21,21,1,0,14,14,0,0,0,0,71
Al Mansoreya & 26th of July Corridor,1370.0,570.0,5,5,10,10,0,0,0,0,0,0,30
Al Marioteya Rd. & 26th of July Corridor,562.0,314.0,5,5,10,10,0,0,0,0,0,0,30
Al Markaz St. (Abu Al Nomros),1230.0,598.0,0,0,1,1,0,0,0,0,0,0,2
Al Masa Hall (Nile Corniche),1309.0,661.0,1,1,4,4,0,0,0,0,0,0,10
Al Masah Hospital (Mahdy Arafa),9535.0,7747.0,8,8,2,2,6,6,0,0,1,1,34
Al Masallah St. & Al Terilli St,1111.0,555.0,0,0,0,0,3,3,3,3,0,0,12
Al Matareya Metro,278.0,230.0,0,0,1,1,0,0,0,0,0,0,2
Al Matareyya City Authority,6428.0,3820.0,1,1,1,1,3,3,0,0,0,0,10
Al Matareyya Educational Hospital,10221.0,5633.0,3,3,2,2,7,7,3,3,0,0,30
Al Matareyya Square Station,15746.0,9630.0,8,8,3,3,12,12,0,0,0,0,46
Al Mazallaat ( Shubra),13134.0,8198.0,38,38,3,3,14,14,0,0,0,0,110
Al Mazallat,916.0,772.0,21,21,0,1,0,0,0,0,0,0,43
Al Mazallat Metro Station,7633.0,5153.0,15,15,5,5,8,8,0,0,0,0,56
Al Mearag Mosque (Ring Rd.),706.0,602.0,6,6,3,3,0,0,0,0,0,0,18
Al Moassasa Steps (Ring Rd.),128.0,0.0,0,0,5,0,0,0,0,0,0,0,5
Al Moemen Mosque,7699.0,4347.0,12,12,2,2,9,9,0,0,0,0,46
Al Mohandes Insurance (Ramses),3094.0,1882.0,23,23,7,7,29,29,0,0,0,0,118
Al Mokhayam Al Daaem (Nasr City),415.0,279.0,2,2,2,2,0,0,0,0,0,0,8
Al Mokhtabar (Haram St.),1622.0,586.0,4,4,0,0,3,3,1,1,0,0,16
Al Montazah Compound,48.0,0.0,0,0,3,0,0,0,0,0,0,0,3
Al Moqattam Hospital,4429.0,3253.0,18,18,0,0,6,6,0,0,0,0,48
